index,mobile_number,arpu_6,arpu_7,arpu_8,onnet_mou_6,onnet_mou_7,onnet_mou_8,offnet_mou_6,offnet_mou_7,offnet_mou_8,roam_ic_mou_6,roam_ic_mou_7,roam_ic_mou_8,roam_og_mou_6,roam_og_mou_7,roam_og_mou_8,total_og_mou_6,total_og_mou_7,total_og_mou_8,total_ic_mou_6,total_ic_mou_7,total_ic_mou_8,total_rech_num_6,total_rech_num_7,total_rech_num_8,total_rech_amt_6,total_rech_amt_7,total_rech_amt_8,total_rech_data_6,total_rech_data_7,total_rech_data_8,av_rech_amt_data_6,av_rech_amt_data_7,av_rech_amt_data_8,aon,sms_ic_6,sms_ic_7,sms_ic_8,sms_og_6,sms_og_7,sms_og_8,churn,days_since_last_rech_6,days_since_last_rech_7,days_since_last_rech_8,days_since_last_rech_data_6,days_since_last_rech_data_7,days_since_last_rech_data_8,count_2g3g,vol_2g3g,monthly_2g3g,segment
21511,7000634319,193.38299999999998,301.52099999999996,569.033,0.0,50.34,17.56,0.0,224.81,280.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275.19,299.83,14.71,105.91,102.79,11,13,23,231,340,659,9.0,0.0,4.0,256.0,0.0,229.0,13.633333333333333,33,28,18,13,21,15,0,0.0,1.0,0.0,0.0,60.0,2.0,2.0,638.25,0.5,2
66867,7001344119,306.811,344.406,212.25900000000001,7.83,4.09,8.59,85.64,210.74,144.84,0.0,0.0,0.0,0.0,0.0,0.0,93.48,214.84,153.44,178.24,546.39,156.54,3,5,3,402,429,672,1.0,1.0,1.0,252.0,179.0,154.0,36.56666666666667,31,13,12,18,9,12,0,20.0,11.0,3.0,20.0,23.0,26.0,0.5,157.475,0.5,2
52753,7000998649,204.377,263.82599999999996,283.15,6.88,5.89,11.83,34.69,43.49,119.51,0.0,0.0,0.0,0.0,0.0,0.0,41.58,49.39,131.34,130.06,158.08,314.36,15,17,17,239,298,453,6.0,5.0,4.0,150.0,173.0,164.0,30.73333333333333,22,14,13,3,15,0,0,3.0,0.0,1.0,12.0,2.0,7.0,2.0,302.26,0.0,2
59960,7002350966,97.09,137.321,711.135,8.49,3.34,2.71,90.39,95.29,80.61,0.0,0.0,0.0,0.0,0.0,0.0,98.89,103.48,85.09,55.63,83.24,77.49,2,6,10,0,170,850,0.0,0.0,4.0,0.0,0.0,603.0,68.06666666666666,20,16,7,17,8,10,0,13.0,2.0,1.0,60.0,60.0,1.0,2.0,965.16,1.0,2
41715,7000415333,213.822,238.312,516.74,0.0,0.0,18.89,0.0,0.11,54.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,73.24,17.28,447.23,837.39,3,5,4,252,282,605,1.0,1.0,1.0,252.0,252.0,455.0,12.2,31,6,12,22,1,14,0,7.0,8.0,5.0,7.0,8.0,5.0,0.5,1294.5449999999996,0.5,2
80382,7000007957,358.46,348.923,317.103,347.28,342.09,288.81,56.56,89.54,62.31,0.0,0.0,0.0,0.0,0.0,0.0,403.84,433.88,351.73,41.34,79.14,64.59,20,16,12,406,470,308,4.0,6.0,6.0,100.0,150.0,142.0,7.166666666666668,25,24,23,29,11,18,0,1.0,1.0,1.0,4.0,4.0,1.0,3.0,109.855,0.0,2
37552,7000896572,438.57800000000003,176.11,474.82199999999995,152.89,1.18,79.31,132.83,7.08,83.49,0.0,0.0,29.41,0.0,0.0,95.84,291.13,8.26,66.96,260.68,126.54,69.51,8,2,4,424,304,484,1.0,1.0,1.0,154.0,154.0,154.0,7.133333333333334,23,14,24,24,6,3,0,1.0,1.0,3.0,3.0,1.0,18.0,0.5,853.79,0.5,2
12810,7001867953,478.55,1237.364,550.054,57.09,89.06,60.74,169.69,314.66,330.46,0.0,0.0,0.0,0.0,0.0,0.0,229.63,409.58,391.21,231.34,376.74,403.33,10,8,10,633,1455,564,2.0,1.0,2.0,333.0,25.0,404.0,97.53333333333332,11,22,11,20,5,18,0,0.0,1.0,0.0,1.0,4.0,27.0,1.0,337.68,0.0,2
4051,7002032428,694.543,314.525,342.902,45.84,17.59,13.43,207.74,115.56,95.46,0.0,0.0,0.0,0.0,0.0,0.0,254.69,139.31,113.01,371.78,236.79,298.79,17,11,13,829,342,395,5.0,2.0,1.0,753.0,304.0,145.0,17.4,29,12,9,16,6,12,0,0.0,4.0,1.0,4.0,25.0,27.0,0.5,248.735,0.5,2
18192,7000958747,708.2819999999997,898.081,1115.098,26.41,9.09,126.21,113.03,8.96,325.78,22.54,30.69,12.99,8.49,15.51,73.89,130.95,2.55,378.09,49.49,21.21,258.93,6,9,7,744,1208,1174,2.0,4.0,2.0,504.0,1008.0,504.0,108.76666666666668,13,12,15,17,24,19,0,7.0,0.0,1.0,12.0,3.0,5.0,1.0,1311.76,1.0,2
48812,7000351870,264.306,281.027,286.657,2.18,21.51,1.59,119.34,85.66,18.88,139.76,0.0,0.0,5.03,0.0,0.0,116.49,109.68,20.56,415.59,783.69,393.46,4,8,6,375,258,367,1.0,1.0,1.0,198.0,98.0,154.0,16.266666666666666,6,3,3,22,2,4,0,6.0,1.0,6.0,6.0,3.0,8.0,0.5,252.835,0.5,2
89723,7002309100,443.194,277.158,241.489,78.09,111.93,10.63,358.48,106.28,241.89,0.0,0.0,0.0,0.0,0.0,0.0,436.58,218.21,252.53,259.56,123.48,132.23,9,8,9,557,307,514,3.0,5.0,5.0,69.0,115.0,115.0,75.46666666666667,11,11,2,19,9,11,0,1.0,2.0,1.0,1.0,2.0,1.0,2.5,0.0,0.0,2
56262,7000004089,434.14599999999996,600.28,367.272,129.24,143.39,57.84,161.08,152.18,163.96,0.0,0.0,0.0,0.0,0.0,0.0,296.59,308.19,238.24,2152.26,2117.29,2068.84,20,28,16,476,685,434,0.0,1.0,1.0,0.0,154.0,154.0,6.933333333333334,36,28,8,14,18,18,0,1.0,1.0,4.0,60.0,15.0,20.0,0.5,215.04,0.5,2
41795,7000602722,272.082,352.11800000000005,536.776,47.31,35.64,91.58,117.84,161.66,267.76,0.0,0.0,0.0,0.0,0.0,0.0,165.16,197.31,361.69,107.64,261.36,318.06,5,3,7,762,221,471,1.0,1.0,1.0,145.0,154.0,154.0,69.03333333333333,11,2,4,9,6,7,0,13.0,16.0,7.0,13.0,17.0,20.0,0.5,169.26,0.5,2
61873,7001360059,362.42800000000005,385.20300000000003,454.49300000000005,122.18,101.16,177.71,60.61,94.94,80.86,0.0,0.0,0.0,0.0,0.0,0.0,182.79,196.11,258.58,161.29,180.71,131.63,16,11,17,418,428,549,1.0,1.0,1.0,198.0,198.0,179.0,79.86666666666666,12,15,16,24,8,1,0,0.0,1.0,0.0,20.0,13.0,0.0,0.5,633.55,0.5,2
40450,7001404492,523.913,397.222,674.3530000000002,252.33,324.78,297.38,395.46,433.21,536.99,0.0,0.0,0.0,0.0,0.0,0.0,647.79,758.83,834.38,311.33,380.38,386.66,9,4,9,685,408,848,2.0,0.0,1.0,252.0,0.0,252.0,103.56666666666666,24,4,24,33,22,0,0,2.0,5.0,0.0,3.0,60.0,16.0,0.5,218.235,0.5,2
36705,7001114962,846.204,745.94,674.743,145.91,112.83,59.74,89.43,109.91,134.23,41.76,0.0,0.0,39.61,0.0,0.0,195.73,222.74,193.98,63.38,98.43,108.39,6,4,9,992,832,785,1.0,1.0,6.0,655.0,655.0,770.0,40.86666666666667,24,7,13,6,7,21,0,0.0,2.0,0.0,0.0,2.0,0.0,3.0,2373.77,0.5,2
1799,7002310203,372.065,293.832,211.72,52.78,39.33,2.48,160.91,66.16,1.06,0.0,0.0,0.0,0.0,0.0,0.0,213.69,105.49,3.54,258.01,265.08,373.38,6,3,2,395,262,382,1.0,1.0,1.0,252.0,252.0,252.0,31.36666666666667,21,9,21,33,13,9,0,6.0,15.0,18.0,11.0,15.0,18.0,0.5,471.175,0.5,2
12089,7000596069,490.44800000000004,219.665,119.939,2.24,5.73,4.03,145.94,84.48,80.93,0.0,50.43,0.0,0.0,0.0,0.0,148.19,90.21,84.96,983.01,615.14,878.58,13,5,4,571,254,141,3.0,1.0,1.0,355.0,154.0,154.0,47.36666666666667,27,14,4,28,3,5,0,1.0,5.0,6.0,9.0,13.0,15.0,0.5,531.15,0.5,2
67358,7000568909,1774.767,1136.4769999999999,972.5139999999999,263.83,215.98,290.24,2403.14,1101.16,492.49,0.0,0.0,0.0,0.0,0.0,0.0,2666.98,1317.14,782.74,135.28,101.76,134.58,51,45,36,2009,1350,1061,17.0,16.0,15.0,425.0,466.0,495.0,18.166666666666668,7,21,9,21,6,10,0,0.0,0.0,2.0,0.0,1.0,3.0,7.5,616.025,0.5,2
61918,7001995944,202.668,501.625,272.06,6.86,36.49,11.01,89.28,356.98,85.13,0.0,0.0,0.0,0.0,0.0,0.0,96.14,393.48,96.14,89.13,278.83,284.56,3,5,3,314,454,454,1.0,1.0,1.0,145.0,154.0,154.0,80.86666666666666,3,10,23,22,20,17,0,13.0,8.0,9.0,16.0,8.0,9.0,0.5,99.84,0.5,2
10122,7001267889,620.148,573.711,612.731,108.71,125.49,116.21,190.04,111.26,89.91,0.0,0.0,0.0,0.0,0.0,0.0,298.76,236.76,206.13,227.54,158.01,121.03,18,31,27,670,750,610,4.0,12.0,16.0,100.0,300.0,400.0,41.36666666666667,34,18,0,12,4,3,0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,540.38,0.0,2
7382,7001005362,1530.154,1634.281,1355.465,175.69,68.89,58.96,371.39,356.19,244.78,0.0,0.0,0.0,0.0,0.0,0.0,550.09,425.91,304.86,398.51,509.19,418.66,45,38,35,1841,1867,1562,29.0,23.0,25.0,486.0,484.5,406.0,45.9,7,25,21,10,22,10,0,2.0,0.0,0.0,4.0,0.0,0.0,12.5,4642.535,0.0,2
25261,7000502247,659.071,779.7230000000003,946.188,331.79,131.46,349.44,617.99,847.19,1011.06,57.56,49.51,0.0,19.58,31.91,0.0,930.21,946.74,1360.51,2435.38,1546.98,2006.41,8,4,3,1320,851,752,1.0,1.0,1.0,252.0,252.0,252.0,8.533333333333333,37,29,22,29,13,7,0,2.0,7.0,11.0,13.0,11.0,11.0,0.5,243.715,0.5,2
54020,7000321101,1792.805,1031.233,1729.713,168.41,49.18,50.91,736.09,380.54,618.98,347.29,372.58,94.03,523.88,432.83,177.89,380.63,0.0,495.08,293.26,0.0,343.26,14,11,10,2306,1252,1966,3.0,1.0,3.0,756.0,252.0,756.0,9.2,3,5,3,24,25,22,0,3.0,1.0,14.0,11.0,29.0,19.0,1.5,1403.4450000000006,1.5,2
84362,7002043887,212.05200000000002,238.115,436.64099999999996,27.38,37.84,23.48,65.58,81.69,141.33,0.0,0.0,0.0,0.0,0.0,0.0,92.96,119.54,164.81,161.41,109.61,303.53,5,4,5,231,296,559,1.0,1.0,2.0,154.0,154.0,352.0,82.6,7,11,21,33,3,7,0,2.0,9.0,0.0,2.0,17.0,0.0,1.0,623.105,1.0,2
33760,7000834138,568.854,339.124,499.63699999999994,19.61,27.71,5.94,173.38,88.73,168.84,0.0,0.0,0.0,0.0,0.0,0.0,192.99,116.59,174.79,859.73,1125.58,772.46,17,17,10,681,400,579,4.0,2.0,1.0,149.0,144.0,154.0,48.23333333333333,0,16,0,26,9,2,0,3.0,1.0,3.0,8.0,6.0,16.0,0.5,19.135,0.5,2
2354,7002005015,221.96099999999998,293.9840000000001,324.505,3.09,6.26,8.03,106.79,116.66,125.16,5.43,0.0,0.0,0.48,0.0,0.0,109.84,122.93,133.19,1122.79,868.26,993.06,13,23,23,262,330,380,2.0,11.0,11.0,112.0,275.0,275.0,20.633333333333333,3,21,20,3,17,11,0,5.0,2.0,1.0,13.0,2.0,2.0,5.5,278.11499999999995,0.0,2
90139,7000909650,405.032,449.50800000000004,396.154,145.38,149.09,94.21,147.33,176.69,189.16,0.0,0.0,0.0,0.0,0.0,0.0,292.71,325.79,283.38,246.49,315.14,225.04,9,13,8,460,516,444,1.0,1.0,1.0,198.0,198.0,198.0,6.9,23,20,21,2,8,13,0,2.0,0.0,7.0,14.0,17.0,20.0,0.5,383.695,0.5,2
52141,7002385331,318.83099999999996,395.168,466.029,47.19,26.89,96.96,94.39,38.28,42.99,0.0,0.0,0.0,0.0,0.0,0.0,141.59,65.18,140.16,156.29,127.16,301.68,5,6,4,476,434,467,1.0,1.0,1.0,179.0,145.0,179.0,75.7,12,10,10,16,22,9,0,0.0,6.0,7.0,24.0,6.0,7.0,0.5,139.495,0.5,2
29093,7001037623,271.666,407.014,369.907,16.93,12.76,19.54,258.51,271.71,227.01,0.0,0.0,0.0,0.0,0.0,0.0,275.44,284.48,246.56,43.19,45.78,63.31,6,11,4,311,555,455,1.0,5.0,1.0,41.0,205.0,145.0,15.8,26,1,22,20,9,6,0,2.0,6.0,5.0,2.0,6.0,28.0,0.5,187.605,0.5,2
365,7002089749,349.68199999999996,285.803,481.11400000000003,146.94,61.76,85.14,162.76,158.38,285.03,0.0,0.0,0.0,0.0,0.0,0.0,309.71,220.14,370.18,279.84,279.06,506.81,7,4,8,524,315,494,2.0,1.0,2.0,196.0,98.0,112.0,84.43333333333334,34,24,16,17,12,19,0,0.0,12.0,2.0,5.0,14.0,2.0,1.0,224.55,0.0,2
56059,7000276183,779.2,829.315,795.238,7.53,8.44,6.99,721.53,668.51,807.84,0.0,0.0,0.0,0.0,0.0,0.0,729.06,676.96,814.84,110.41,104.43,177.29,31,35,47,835,925,923,7.0,7.0,9.0,175.0,175.0,225.0,16.866666666666667,11,7,6,31,24,14,0,0.0,1.0,0.0,2.0,3.0,3.0,4.5,210.37,0.0,2
53535,7000576967,514.207,462.756,302.53,23.61,15.53,3.71,224.28,329.01,136.93,0.0,0.0,0.0,0.0,0.0,0.0,249.06,350.03,142.33,217.64,194.43,183.83,17,16,8,595,519,352,8.0,3.0,2.0,305.0,109.0,162.0,16.7,41,13,1,24,11,10,0,1.0,2.0,7.0,9.0,2.0,21.0,1.0,234.41,0.5,2
89715,7000606668,367.724,436.43699999999995,394.38599999999997,73.33,88.86,139.08,344.86,383.11,537.44,0.0,15.59,14.86,0.0,12.73,22.96,418.19,459.24,653.56,430.74,395.53,321.41,8,9,12,407,476,554,1.0,5.0,3.0,23.0,290.0,69.0,26.83333333333333,33,12,6,29,9,11,0,0.0,1.0,0.0,8.0,3.0,0.0,1.5,0.0,0.0,2
35009,7001854080,688.158,304.265,610.398,283.84,256.31,279.49,357.26,276.74,364.56,0.0,0.0,0.0,0.0,0.0,0.0,641.11,533.06,644.06,357.61,401.11,615.01,3,3,5,773,514,752,1.0,1.0,1.0,198.0,154.0,198.0,92.7,38,28,15,27,9,17,0,5.0,5.0,1.0,26.0,26.0,29.0,0.5,302.825,0.5,2
47201,7001832363,640.778,352.25300000000016,487.25699999999995,167.46,98.69,150.68,193.89,178.48,106.56,0.0,0.0,0.0,0.0,0.0,0.0,361.36,277.18,257.24,714.54,402.11,425.33,11,8,4,688,358,568,2.0,1.0,2.0,308.0,98.0,77.0,98.43333333333334,14,24,8,14,0,21,0,5.0,2.0,24.0,13.0,15.0,24.0,1.0,50.75,1.0,2
44818,7002034611,422.684,486.164,718.653,456.16,1331.94,850.43,229.74,482.86,335.96,0.0,0.0,0.0,0.0,0.0,0.0,685.91,1815.99,1187.01,188.91,368.51,224.94,10,5,5,469,532,890,0.0,1.0,2.0,0.0,154.0,504.0,91.6,17,21,23,14,8,13,0,0.0,2.0,9.0,60.0,30.0,9.0,1.0,685.72,1.0,2
9864,7002046699,415.88599999999997,506.434,915.952,227.63,275.03,272.73,209.89,212.11,893.11,0.0,0.0,0.0,0.0,0.0,0.0,444.59,494.53,1182.24,1794.14,2136.16,2572.83,11,15,18,474,604,1053,1.0,2.0,1.0,154.0,171.0,154.0,16.566666666666666,15,3,23,18,3,1,0,2.0,2.0,2.0,9.0,16.0,21.0,0.5,598.9300000000002,0.5,2
67145,7002093242,1189.879,1197.556,957.319,47.11,162.01,51.78,405.43,253.43,248.64,31.41,153.01,7.5,10.2,94.18,17.1,442.34,321.26,283.33,390.99,466.43,324.29,8,8,5,1504,1454,1059,2.0,2.0,1.0,504.0,504.0,655.0,36.56666666666667,5,12,24,15,8,2,0,2.0,3.0,7.0,6.0,6.0,26.0,0.5,1311.275,0.5,2
92631,7002080108,496.23800000000006,733.268,930.993,104.79,45.68,73.71,464.29,770.94,911.63,0.0,0.0,0.0,0.0,0.0,0.0,569.18,816.63,986.79,287.01,242.03,512.41,14,15,22,653,817,987,0.0,1.0,2.0,0.0,154.0,87.0,83.6,38,28,15,28,6,22,0,1.0,1.0,1.0,60.0,5.0,2.0,1.0,359.395,0.0,2
35043,7001190325,599.57,445.36,331.33,115.91,118.04,16.33,469.58,334.14,371.13,0.0,0.0,0.0,0.0,0.0,0.0,585.49,452.19,389.73,477.61,203.66,388.36,12,9,10,560,480,297,1.0,1.0,2.0,154.0,154.0,352.0,68.16666666666667,10,28,3,28,16,16,0,2.0,3.0,0.0,11.0,14.0,6.0,1.0,925.35,1.0,2
25182,7000922866,510.82800000000003,636.268,543.592,209.66,120.64,86.19,295.19,263.16,258.84,0.0,0.0,0.0,0.0,0.0,0.0,504.86,383.81,345.04,426.51,459.19,399.34,3,7,7,424,718,631,1.0,2.0,3.0,154.0,308.0,344.0,53.2,18,27,2,5,9,5,0,10.0,1.0,11.0,16.0,1.0,24.0,1.5,338.1550000000001,0.5,2
49740,7000547920,412.12699999999995,402.285,253.81599999999997,1.56,24.13,1.73,12.84,31.53,29.21,0.0,0.0,0.0,0.0,0.0,0.0,15.41,59.38,32.01,91.38,83.13,84.68,24,17,10,488,458,341,13.0,8.0,1.0,430.0,443.0,198.0,15.2,37,23,12,30,20,18,0,1.0,4.0,3.0,1.0,12.0,12.0,0.5,1785.355,0.5,2
14406,7000651382,292.62,274.79,251.426,175.56,97.96,142.84,24.29,62.34,28.46,0.0,0.0,0.0,0.0,0.0,0.0,199.86,160.31,173.33,359.79,460.63,425.46,13,18,17,339,329,282,2.0,3.0,3.0,82.0,123.0,123.0,47.76666666666666,4,20,21,28,19,19,0,2.0,0.0,3.0,15.0,3.0,8.0,1.5,218.78,0.0,2
48901,7002279550,307.108,355.468,444.045,53.03,103.31,123.21,227.13,285.86,288.66,0.0,0.0,0.0,0.0,0.0,0.0,280.16,389.18,411.88,478.84,927.31,657.08,6,11,7,264,425,597,1.0,1.0,1.0,154.0,154.0,154.0,55.83333333333334,31,17,9,4,7,14,0,6.0,2.0,5.0,21.0,20.0,13.0,0.5,368.57500000000016,0.5,2
95509,7002088890,392.773,313.871,436.70099999999996,109.16,47.69,34.26,255.23,254.63,46.66,0.0,0.0,0.0,0.0,0.0,0.0,364.39,302.33,81.24,164.96,116.06,107.53,6,4,9,398,365,598,1.0,1.0,3.0,145.0,145.0,435.0,86.4,11,13,9,35,3,17,0,5.0,8.0,2.0,5.0,12.0,5.0,1.5,664.845,1.5,2
82089,7001346345,1170.626,880.077,659.721,1.38,136.93,14.81,648.44,406.63,198.16,0.0,0.0,30.98,0.0,0.0,28.06,649.83,543.56,184.91,232.76,529.29,407.46,11,9,5,1386,944,762,2.0,2.0,2.0,910.0,504.0,504.0,32.2,18,28,17,3,5,16,0,2.0,4.0,6.0,10.0,11.0,12.0,1.0,978.195,1.0,2
93051,7002301885,366.79699999999997,353.991,1226.861,87.94,164.33,143.58,166.64,224.99,303.44,12.08,0.0,0.0,7.63,2.2,0.0,247.74,387.83,449.03,172.89,192.58,276.29,7,4,11,304,360,1372,1.0,0.0,3.0,252.0,0.0,886.0,13.966666666666667,32,17,1,7,22,18,0,3.0,11.0,7.0,3.0,60.0,7.0,1.5,1907.305,1.5,2
68249,7001766394,319.0370000000001,322.108,444.514,4.39,76.01,148.56,683.34,300.63,552.94,0.0,67.04,0.0,0.0,46.48,0.0,687.74,330.16,701.51,494.19,263.48,544.09,13,13,12,436,256,544,1.0,1.0,2.0,154.0,154.0,329.0,29.53333333333333,21,28,18,3,8,10,0,0.0,0.0,1.0,17.0,22.0,7.0,1.0,646.6700000000002,1.0,2
1865,7001257824,383.74,398.094,390.30400000000003,46.63,23.51,46.23,198.71,92.28,130.59,0.0,0.0,0.0,0.0,0.0,0.0,245.34,115.79,176.83,714.78,642.33,724.14,6,8,4,455,500,552,1.0,1.0,1.0,145.0,252.0,252.0,105.16666666666669,7,12,23,33,19,8,0,11.0,0.0,4.0,11.0,20.0,22.0,0.5,287.925,0.5,2
54010,7002225857,607.9730000000002,1427.473,1354.3370000000002,116.81,96.13,256.79,246.61,422.29,609.68,0.0,0.0,0.0,0.0,0.0,0.0,363.43,519.73,866.48,211.09,338.46,617.13,7,4,4,1255,2405,382,1.0,1.0,1.0,455.0,855.0,252.0,9.966666666666667,11,20,5,17,6,15,0,6.0,11.0,3.0,27.0,26.0,29.0,0.5,344.015,0.5,2
5747,7002246536,440.06699999999995,298.059,367.23199999999997,97.16,97.31,106.96,238.48,162.48,152.16,0.0,0.0,0.0,0.0,0.0,0.0,367.68,269.09,284.08,428.43,291.61,439.48,31,16,21,500,340,409,5.0,0.0,5.0,40.0,0.0,83.0,35.8,18,15,7,8,21,20,0,0.0,1.0,0.0,2.0,60.0,1.0,2.5,379.775,0.0,2
38368,7001143760,322.502,598.788,565.469,42.64,42.16,69.48,74.38,139.14,135.86,0.0,0.0,0.0,0.0,0.0,0.0,118.24,181.31,205.53,133.89,173.68,185.46,5,4,2,752,502,502,1.0,1.0,1.0,252.0,252.0,252.0,59.6,30,11,24,17,10,11,0,8.0,3.0,1.0,12.0,3.0,1.0,0.5,84.31,0.5,2
52705,7001005086,779.071,1033.864,628.622,71.08,88.99,70.74,682.43,816.44,532.41,13.5,0.0,0.0,76.39,0.0,0.0,677.11,905.44,609.74,368.83,364.53,287.51,8,12,8,829,1242,784,0.0,2.0,2.0,0.0,304.0,304.0,80.86666666666666,33,13,8,21,18,21,0,2.0,5.0,3.0,60.0,5.0,10.0,1.0,338.2999999999999,0.0,2
61844,7002298252,391.68,582.95,1211.664,3.21,14.18,13.71,189.04,221.09,352.96,0.0,1.4,0.0,0.0,6.88,0.0,192.26,228.39,366.68,145.26,110.78,164.74,6,5,10,482,612,1477,1.0,1.0,2.0,252.0,252.0,504.0,51.9,24,26,16,0,23,14,0,1.0,7.0,1.0,24.0,28.0,1.0,1.0,257.565,1.0,2
12043,7001266154,575.6080000000002,1092.557,336.16,295.54,289.88,155.51,191.94,145.14,116.39,0.0,0.0,0.0,0.0,0.0,0.0,487.49,435.03,271.91,491.74,516.16,562.49,7,5,4,1227,707,400,2.0,2.0,1.0,504.0,707.0,455.0,81.26666666666667,4,23,20,18,20,21,0,6.0,5.0,8.0,7.0,5.0,8.0,0.5,1596.33,0.5,2
20331,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
47273,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27766,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
57445,7002189883,301.034,365.18699999999995,532.925,8.83,0.0,66.89,74.83,0.0,363.83,0.0,0.0,0.0,0.0,0.0,0.0,83.66,0.0,430.73,463.81,436.74,697.76,6,6,7,283,432,726,1.0,2.0,1.0,179.0,358.0,252.0,75.36666666666666,39,20,1,9,20,8,0,14.0,5.0,2.0,15.0,10.0,16.0,0.5,392.98,0.5,2
30434,7000834349,458.842,436.217,574.788,40.86,37.16,11.11,143.58,169.13,139.03,129.71,142.86,117.36,184.44,206.29,150.14,0.0,0.0,0.0,0.0,0.0,0.0,11,9,9,702,582,568,2.0,2.0,4.0,196.0,196.0,392.0,22.93333333333333,1,15,23,7,16,19,0,3.0,9.0,6.0,4.0,9.0,6.0,2.0,1031.565,0.0,2
8986,7000798947,245.58700000000002,262.738,406.495,6.29,2.61,5.03,78.99,120.26,71.51,0.0,0.0,0.0,0.0,0.0,0.0,85.29,122.88,76.54,69.98,68.81,62.71,5,3,6,364,219,495,1.0,1.0,4.0,154.0,154.0,346.0,19.066666666666666,4,13,19,12,19,8,0,8.0,13.0,4.0,8.0,13.0,4.0,2.0,559.69,0.5,2
44211,7001294143,355.449,444.659,328.746,8.19,37.51,12.14,741.68,826.54,577.16,0.0,0.0,0.0,0.0,0.0,0.0,749.88,864.06,589.31,636.91,598.04,567.96,12,10,6,537,555,327,1.0,4.0,3.0,23.0,92.0,69.0,100.63333333333334,28,21,5,9,6,13,0,0.0,0.0,4.0,25.0,2.0,6.0,1.5,0.0,0.0,2
70462,7000089787,419.217,247.66,832.056,211.98,24.59,48.56,345.29,131.99,141.13,38.13,0.0,0.0,113.44,0.0,0.0,443.83,156.59,192.54,219.44,184.41,298.38,7,11,27,503,278,978,1.0,2.0,11.0,25.0,50.0,234.5,9.566666666666666,11,0,5,32,23,0,0,2.0,8.0,0.0,6.0,10.0,0.0,5.5,924.47,0.5,2
35864,7001466419,469.707,322.058,451.70599999999996,59.83,67.18,66.18,119.51,148.46,117.51,0.0,0.0,0.0,0.0,0.0,0.0,179.34,215.64,183.69,250.81,146.08,175.44,7,5,4,506,384,523,3.0,1.0,2.0,458.0,154.0,329.0,85.0,5,4,13,27,17,20,0,7.0,6.0,9.0,7.0,18.0,9.0,1.0,532.825,1.0,2
33526,7001822857,234.88099999999997,314.096,308.465,165.43,154.21,215.69,326.08,355.33,372.66,7.01,11.74,0.0,0.85,7.96,0.0,490.66,501.58,588.36,143.14,205.66,228.09,4,9,9,210,427,373,1.0,1.0,4.0,23.0,23.0,92.0,98.6,21,15,22,14,12,14,0,4.0,3.0,1.0,4.0,5.0,1.0,2.0,0.0,0.0,2
82148,7001955090,284.281,231.769,296.659,21.91,9.98,7.41,90.71,78.88,90.71,0.0,0.0,0.0,0.0,0.0,0.0,115.66,89.89,99.83,487.71,289.19,308.19,24,21,23,334,280,326,12.0,10.0,8.0,194.0,210.0,176.0,33.5,35,18,7,30,18,5,0,2.0,0.0,0.0,2.0,0.0,0.0,4.0,225.435,0.0,2
58920,7000446232,504.69599999999997,152.67700000000005,187.358,241.89,109.11,37.94,146.61,26.74,7.99,0.0,0.0,0.0,0.0,0.0,0.0,394.68,154.89,110.58,174.93,240.16,153.71,34,16,28,579,171,200,11.0,2.0,9.0,184.0,25.0,32.0,9.266666666666667,15,2,18,25,11,14,0,1.0,0.0,0.0,1.0,2.0,0.0,4.5,388.42,0.0,2
6811,7000182201,1198.067,770.115,1098.903,125.01,133.33,176.79,470.19,382.94,386.26,0.0,0.0,0.0,0.0,0.0,0.0,599.08,519.09,565.53,270.48,267.29,212.91,15,8,11,1508,828,1294,3.0,2.0,4.0,527.0,397.0,687.0,17.466666666666665,7,25,2,26,6,3,0,0.0,3.0,4.0,14.0,10.0,4.0,2.0,1319.56,2.0,2
